,Product,Price,Quantity,Category
1020,carrefour bio succo e polpa di albicocca 3 x 200 ml,3.82 € / l,0.6 l,prodotti biologici
1021,carrefour bio cuor di bosco 240 g,9.96 € / kg,0.24 kg,prodotti biologici
1022,carrefour bio crostatina ai mirtilli 6 x 40 g,11.88 € / kg,0.24 kg,prodotti biologici
1023,carrefour bio anacardi sgusciati biologici 30 g,33.33 € / kg,0.03 kg,prodotti biologici
1024,carrefour bio latte intero microfiltrato 500 ml,2.18 € / l,0.5 l,prodotti biologici
1025,carrefour bio carote a rondelle surgelate biologiche 450 g,4.42 € / kg,0.45 kg,prodotti biologici
1026,carrefour bio drink riso 500 ml,1.98 € / l,0.5 l,prodotti biologici
1027,carrefour bio olio extra vergine di oliva mediterraneo 750 ml,8.25 € / l,0.75 l,prodotti biologici
1028,carrefour bio cuor di lampone 240 g,11.21 € / kg,0.24 kg,prodotti biologici
1029,carrefour bio cuor di albicocca 240 g,9.96 € / kg,0.24 kg,prodotti biologici
1030,altromercato bio mascobado zucchero integrale di canna 500 g,7.18 € / kg,0.5 kg,prodotti biologici
1031,carrefour bio succo e polpa di pera 3 x 200 ml,3.82 € / l,0.6 l,prodotti biologici
1032,carrefour bio prugne senza nocciolo 200 g,19.90 € / kg,0.2 kg,prodotti biologici
1033,carrefour bio songino radicchio rosso 100 g,17.50 € / kg,0.1 kg,prodotti biologici
1034,carrefour bio farro soffiato biologico 100 g,15.90 € / kg,0.1 kg,prodotti biologici
1035,carrefour bio aceto balsamico di modena igp 250 ml,11.16 € / l,0.25 l,prodotti biologici
1036,carrefour bio mais dolce 2 x 160 g,8.75 € / kg,0.28 kg,prodotti biologici
1037,carrefour bio piadina di grano khorasan kamut 3 x 75 g,13.73 € / kg,0.225 kg,prodotti biologici
1038,noberasco bio crokkamela spicchi di mele 20 g,89.00 € / kg,0.02 kg,prodotti biologici
1039,carrefour bio biscotto con farina integrale di farro 300 g,8.33 € / kg,0.3 kg,prodotti biologici
1040,carrefour bio sugo alle verdure 350 g,4.14 € / kg,0.35 kg,prodotti biologici
1041,gran brianza bio prosciutto crudo 80 g,73.75 € / kg,0.08 kg,prodotti biologici
1042,carrefour bio drink riso e cocco 250 ml,3.00 € / l,0.25 l,prodotti biologici
1043,fiorentini gli originali si&no saraceno quinoa amaranto bio 80 g,27.38 € / kg,0.08 kg,prodotti biologici
1044,carrefour bio fagioli di soia edamame 200 g,17.31 € / kg,0.13 kg,prodotti biologici
1045,carrefour bio yogurt magro 400 g,3.73 € / kg,0.4 kg,prodotti biologici
1046,carrefour bio riso integrale soffiato biologico 100 g,16.90 € / kg,0.1 kg,prodotti biologici
1047,carrefour bio biscotti con fiocchi di avena e cacao 300 g,8.33 € / kg,0.3 kg,prodotti biologici
1048,sterzing vipiteno bio yogurt da latte fieno magro bianco 500 g,4.70 € / kg,0.5 kg,prodotti biologici
1049,carrefour bio uva sultanina biologica 250 g,10.72 € / kg,0.25 kg,prodotti biologici
1050,carrefour bio olio extra vergine di oliva 750 ml,11.19 € / l,0.75 l,prodotti biologici
1051,"carrefour bio tè verde biologico origine india 20 x 1,75 g",51.14 € / kg,0.035 kg,prodotti biologici
1052,scaldasole la nostra spremuta biologica 100% arancia bionda 750 ml,7.07 € / l,0.75 l,prodotti biologici
1053,carrefour bio succo di mela e zenzero 750 ml,4.12 € / l,0.75 l,prodotti biologici
1054,carrefour bio orzo solubile 120 g,13.25 € / kg,0.12 kg,prodotti biologici
1055,riso scotti le bio croccanti risette 100% riso* 150 g,13.27 € / kg,0.15 kg,prodotti biologici
1056,rigoni di asiago fiordifrutta albicocche bio 330 g,12.09 € / kg,0.33 kg,prodotti biologici
1057,carrefour bio gnocchi da patate fresche 400 g,6.23 € / kg,0.4 kg,prodotti biologici
1058,carrefour bio succo di limoni biologici di sicilia 25 cl,7.56 € / l,0.25 l,prodotti biologici
1059,parmareggio l'abc della merenda bio con parmigiano reggiano e grissini bio,1.50 € / pz,1.0 pz,prodotti biologici
1060,tralcio antico sicilia dop nero d'avola biologico 75 cl,4.65 € / l,0.75 l,prodotti biologici
1061,carrefour bio gallette con crusca di avena 100 g,16.50 € / kg,0.1 kg,prodotti biologici
1062,carrefour bio piadina alla farina integrale 3 x 75 g,11.07 € / kg,0.225 kg,prodotti biologici
1063,carrefour bio cacao amaro in polvere 75 g,13.20 € / kg,0.075 kg,prodotti biologici
1064,i bibanesi kamut con olio extra vergine di oliva bio 250 g,15.56 € / kg,0.25 kg,prodotti biologici
1065,carrefour bio miele di acacia 400 g,16.98 € / kg,0.4 kg,prodotti biologici
1066,carrefour bio fette biscottate classiche biologiche 9 x 36 g,6.02 € / kg,0.324 kg,prodotti biologici
1067,fiorentini gli originali mais snack al rosmarino 50 g,33.00 € / kg,0.05 kg,prodotti biologici
1068,felicia sedanini lenticchie rosse bio 250 g,11.56 € / kg,0.25 kg,prodotti biologici
1069,altromercato bio dulcita zucchero integrale di canna dall'ecuador 500 g,7.18 € / kg,0.5 kg,prodotti biologici
1070,grissinbon lefreschebiscottate kamut bio 250 g,11.40 € / kg,0.25 kg,prodotti biologici
1071,carrefour bio penne di farro integrali n° 171 500 g,3.98 € / kg,0.5 kg,prodotti biologici
1072,alce nero couscous di grano duro integrale 500 g,5.70 € / kg,0.5 kg,prodotti biologici
1073,carrefour bio cuor di arancia 240 g,9.96 € / kg,0.24 kg,prodotti biologici
1074,hipp biologico baby soffi di cereali 30 g,36.33 € / kg,0.03 kg,prodotti biologici
1075,carrefour bio succo di mela e bergamotto 750 ml,4.12 € / l,0.75 l,prodotti biologici
1076,felicia penne grano saraceno integrale bio 340 g,9.38 € / kg,0.34 kg,prodotti biologici
1077,carrefour bio cialde di riso e mais 10 x 20 g,11.50 € / kg,0.2 kg,prodotti biologici
1078,carrefour bio chicche da patate fresche 400 g,6.23 € / kg,0.4 kg,prodotti biologici
1079,carrefour bio spaghetti integrali biologici n°4 500 g,2.30 € / kg,0.5 kg,prodotti biologici
1080,alce nero frollini di grano cappelli con gocce di cioccolato 250 g,15.96 € / kg,0.25 kg,prodotti biologici
1081,carrefour bio succo e polpa di pera 750 ml,2.65 € / l,0.75 l,prodotti biologici
1082,tralcio antico chianti docg vino biologico 75 cl,6.12 € / l,0.75 l,prodotti biologici
1083,carrefour bio miscela di semi biologici 250 g,15.92 € / kg,0.25 kg,prodotti biologici
1084,carrefour bio sugo al basilico 350 g,4.14 € / kg,0.35 kg,prodotti biologici
1085,carrefour bio gallette di riso giganti 200 g,8.45 € / kg,0.2 kg,prodotti biologici
1086,alce nero caffè espresso 250 g,24.36 € / kg,0.25 kg,prodotti biologici
1087,alce nero caffè moka 250 g,21.16 € / kg,0.25 kg,prodotti biologici
1088,bauer vegetale bio dadi per insaporire i tuoi piatti 6 x 10 g,47.50 € / kg,0.06 kg,prodotti biologici
1089,alce nero polpa di pomodoro 500 g,4.78 € / kg,0.5 kg,prodotti biologici
1090,carrefour bio capsule di caffè compatibili** intensità 6 10 x 5 g,53.00 € / kg,0.05 kg,prodotti biologici
1091,carrefour bio crunchy crispy avena cocco e frutti di bosco biologico 400 g,13.73 € / kg,0.4 kg,prodotti biologici
1092,cerreto i legumi lenticchie di montagna bio 500 g,4.76 € / kg,0.5 kg,prodotti biologici
1093,valfrutta bio pera 6 x 125 ml,5.85 € / l,0.75 l,prodotti biologici
1094,"carrefour bio barrette di cereali con cocco, granella di mandorle e fave di cacao 5 x 25 g",25.52 € / kg,0.125 kg,prodotti biologici
1095,chini bio la mousse 100% frutta passata di mela golden e pera 2 x 100 g,9.40 € / kg,0.2 kg,prodotti biologici
1096,carrefour bio quinoa biologica 300 g,19.93 € / kg,0.3 kg,prodotti biologici
1097,carrefour bio succo e polpa di pesca 750 ml,2.65 € / l,0.75 l,prodotti biologici
1098,carrefour bio noci sgusciate 80 g,39.75 € / kg,0.08 kg,prodotti biologici
1099,carrefour bio cuor di pesca 240 g,9.96 € / kg,0.24 kg,prodotti biologici
1100,alce nero farrociock fondente 28 g,62.50 € / kg,0.028 kg,prodotti biologici
1101,fiorentini le originali gallette bio di segale 100 g,25.90 € / kg,0.1 kg,prodotti biologici
1102,carrefour bio zucchero di canna integrale 500 g,4.78 € / kg,0.5 kg,prodotti biologici
1103,io veg affettato bio vegetariano gustoso 80 g,43.63 € / kg,0.08 kg,prodotti biologici
1104,carrefour bio pinoli sgusciati 40 g,104.50 € / kg,0.04 kg,prodotti biologici
1105,valfrutta bio pesca 6 x 125 ml,5.85 € / l,0.75 l,prodotti biologici
1106,alce nero farina di riso macinata a pietra 500 g,6.38 € / kg,0.5 kg,prodotti biologici
1107,roberto essenza pane a fette di khorasan kamut biologico 400 g,8.48 € / kg,0.4 kg,prodotti biologici
1108,carrefour bio fusilli integrali biologici n°91 500 g,2.30 € / kg,0.5 kg,prodotti biologici
1109,carrefour bio soysì mirtillo 2 x 125 g,6.36 € / kg,0.25 kg,prodotti biologici
1110,carrefour bio caserecce di farro integrali n° 154 500 g,3.98 € / kg,0.5 kg,prodotti biologici
1111,cerreto i semi semi di zucca bio 200 g,19.90 € / kg,0.2 kg,prodotti biologici
1112,carrefour bio cuor di prugna 240 g,9.96 € / kg,0.24 kg,prodotti biologici
1113,fiorentini gli originali si&no riso bio 100 g,21.50 € / kg,0.1 kg,prodotti biologici
1114,hipp biologico frutta frullata & yogurt mela e frutti rossi 90 g,18.33 € / kg,0.09 kg,prodotti biologici
1115,carrefour bio penne integrali biologiche n°103 500 g,2.30 € / kg,0.5 kg,prodotti biologici
1116,hipp biologico baby sugo pomodoro e mozzarella omogeneizzato 2 x 80 g,15.50 € / kg,0.18 kg,prodotti biologici
1117,carrefour bio soysì pesca 2 x 125 g,6.36 € / kg,0.25 kg,prodotti biologici
1118,carrefour bio maionese 180 g,11.94 € / kg,0.18 kg,prodotti biologici
1119,chini bio la mousse 100% frutta passata di mela golden e albicocca 2 x 100 g,9.40 € / kg,0.2 kg,prodotti biologici
1120,carrefour bio soft bastoncini cotonati bio* 200 pz,0.01 € / pz,200.0 pz,prodotti biologici
1121,carrefour bio riso arborio integrale 500 g,5.38 € / kg,0.5 kg,prodotti biologici
1122,scaldasole biologico nocciola con yogurt magro 250 g,9.96 € / kg,0.25 kg,prodotti biologici
1123,rigoni di asiago fiordifrutta pesche bio 330 g,12.09 € / kg,0.33 kg,prodotti biologici
1124,rigoni di asiago fiordifrutta arance amare bio 340 g,11.74 € / kg,0.34 kg,prodotti biologici
1125,carrefour bio fusilli di farro integrali n° 123 500 g,3.98 € / kg,0.5 kg,prodotti biologici
1126,matt non solo pane pane azzimo bio 400 g,13.98 € / kg,0.4 kg,prodotti biologici
1127,saclà condiverde riso classico bio 290 g,12.38 € / kg,0.29 kg,prodotti biologici
1128,carrefour bio barrette con farro soffiato ricoperto al cioccolato e albicocche in pezzi 5 x 25 g,25.52 € / kg,0.125 kg,prodotti biologici
1129,carrefour bio cioccolato finissimo al latte extra fine biologico equosolidale 100 g,15.50 € / kg,0.1 kg,prodotti biologici
1130,hipp biologico mela e yogurt omogeneizzato 2 x 125 g,8.36 € / kg,0.25 kg,prodotti biologici
1131,carrefour bio farfalle integrali biologiche n°218 bio 500 g,2.30 € / kg,0.5 kg,prodotti biologici
1132,carrefour bio zuppa di legumi biologica 500 g,7.96 € / kg,0.5 kg,prodotti biologici
1133,euro company 100% crema di mandorle pelate bio 175 g,34.17 € / kg,0.175 kg,prodotti biologici
1134,germinal bio sfogliatina mirtillo con grano kamut 4 x 50 g,17.95 € / kg,0.2 kg,prodotti biologici
1135,sarchio muffin con gocce di cioccolato 4 x 42 g,23.15 € / kg,0.168 kg,prodotti biologici
1136,hipp biologico formaggino classico omogeneizzato 2 x 80 g,14.31 € / kg,0.16 kg,prodotti biologici
1137,carrefour bio brodo granulare vegetale biologico 120 g,23.75 € / kg,0.12 kg,prodotti biologici
1138,carrefour bio piselli 2 x 160 g,8.18 € / kg,0.28 kg,prodotti biologici
1139,rigoni di asiago fiordifrutta ciliegie bio 330 g,12.09 € / kg,0.33 kg,prodotti biologici
1140,carrefour bio pomodorini 400 g,6.04 € / kg,0.24 kg,prodotti biologici
1141,carrefour bio gelato alla vaniglia biologico 350 g,12.54 € / kg,0.35 kg,prodotti biologici
1142,alce nero frollini avena e grano saraceno 250 g,12.36 € / kg,0.25 kg,prodotti biologici
1143,"carrefour bio tè nero biologico origine india 20 x 1,75 g",51.14 € / kg,0.035 kg,prodotti biologici
1144,alce nero frollini di farro 300 g,12.63 € / kg,0.3 kg,prodotti biologici
1145,alce nero frollini al cacao con fave di cacao 250 g,15.96 € / kg,0.25 kg,prodotti biologici
1146,hipp merluzzo con patate e carote omogeneizzato 2 x 80 g,18.69 € / kg,0.16 kg,prodotti biologici
1147,hipp biologico manzo omogeneizzato con carne 2 x 80 g,15.56 € / kg,0.16 kg,prodotti biologici
1148,cerreto i legumi ceci bio 500 g,5.76 € / kg,0.5 kg,prodotti biologici
1149,carrefour bio miele millefiori 400 g,13.23 € / kg,0.4 kg,prodotti biologici
1150,alce nero frollini yogurt e miele 350 g,10.83 € / kg,0.35 kg,prodotti biologici
1151,alce nero biscotti di farro 250 g,12.36 € / kg,0.25 kg,prodotti biologici
1152,carrefour bio mandorle pelate 70 g,37.86 € / kg,0.07 kg,prodotti biologici
1153,carrefour bio riso ribe 500 g,5.98 € / kg,0.5 kg,prodotti biologici
1154,scaldasole la nostra spremuta biologica 100% clementine 750 ml,7.07 € / l,0.75 l,prodotti biologici
1155,fiorentini le originali gallette bio di farro 120 g,17.42 € / kg,0.12 kg,prodotti biologici
1156,la drogheria 1880 bio aglio granuli 70 g,45.57 € / kg,0.07 kg,prodotti biologici
1157,scaldasole la nostra spremuta biologica 100% pompelmo 750 ml,7.07 € / l,0.75 l,prodotti biologici
1158,delicius linea bio filetti di alici in olio extravergine di oliva biologico 58 g,68.79 € / kg,0.058 kg,prodotti biologici
1159,alce nero zucchero di canna integrale 500 g,6.78 € / kg,0.5 kg,prodotti biologici
1160,fiorentini le originali gallette bio di riso 150 g,16.33 € / kg,0.15 kg,prodotti biologici
1161,germinal bio tortino limone farro 4 x 45 g,14.94 € / kg,0.18 kg,prodotti biologici
1162,delicius filetti di sgombro all'olio extravergine di oliva biologico 90 g,29.89 € / kg,0.09 kg,prodotti biologici
1163,benvolio olio di cocco vergine biologico 200 ml,21.25 € / l,0.2 l,prodotti biologici
1164,compagnia italiana wurstel vegetali tofu e farro bio 190 g,15.53 € / kg,0.19 kg,prodotti biologici
1165,germinal bio crostatina mirtillo farro 4 x 50 g,17.95 € / kg,0.2 kg,prodotti biologici
1166,omia laboratori ecobio bagno seta argan del marocco nutriente 400 ml,11.23 € / l,0.4 l,prodotti biologici
1167,rigoni di asiago fiordifrutta agrumi e zenzero bio 340 g,11.74 € / kg,0.34 kg,prodotti biologici
1168,carrefour bio barrette di fiocchi di farro e farro soffiato con mirtilli rossi 5 x 25 g,25.52 € / kg,0.125 kg,prodotti biologici
1169,carrefour bio gelato al cioccolato biologico 350 g,12.54 € / kg,0.35 kg,prodotti biologici
1170,cerreto i legumi piselli spezzati bio 500 g,5.96 € / kg,0.5 kg,prodotti biologici
1171,tipiak couscous integrale biologico 400 g,8.23 € / kg,0.4 kg,prodotti biologici
1172,carrefour bio semi di lino biologici 250 g,15.92 € / kg,0.25 kg,prodotti biologici
1173,everton infusi bio karkadè setit 25 x 2 g,57.80 € / kg,0.05 kg,prodotti biologici
1174,carrefour bio elicoidali integrali biologici n°89 500 g,2.30 € / kg,0.5 kg,prodotti biologici
1175,carrefour bio troccoli integrali 250 g,5.00 € / kg,0.25 kg,prodotti biologici
1176,noberasco che misto! bio armonia 130 g,24.46 € / kg,0.13 kg,prodotti biologici
1177,monini selezione italiana bios olio extra vergine di oliva da agricoltura biologica 750 ml,13.32 € / l,0.75 l,prodotti biologici
1178,carrefour bio semi di canapa 200 g,30.45 € / kg,0.2 kg,prodotti biologici
1179,chini bio la mousse passata di mela 2 x 100 g,9.40 € / kg,0.2 kg,prodotti biologici
1180,carrefour bio crunchy crispy avena e cocco biologico 400 g,12.73 € / kg,0.4 kg,prodotti biologici
1181,twinings camomilla biologica 20 x 1 g,194.50 € / kg,0.02 kg,prodotti biologici
1182,riso scotti le bio croccanti risette integrali fibra più fibra 150 g,16.00 € / kg,0.15 kg,prodotti biologici
1183,carrefour bio semi di girasole biologici 200 g,19.90 € / kg,0.2 kg,prodotti biologici
1184,alce nero patè di olive nere 130 g,32.23 € / kg,0.13 kg,prodotti biologici
1185,mionetto prestige collection prosecco doc biologico extra dry 750 ml,14.13 € / l,0.75 l,prodotti biologici
1186,náttúra pane azzimo 100% kamut bio 200 g,20.95 € / kg,0.2 kg,prodotti biologici
1187,cerreto i cereali mais per pop corn bio 500 g,7.96 € / kg,0.5 kg,prodotti biologici
1188,hipp biologico tacchino omogeneizzato con carne 2 x 80 g,15.56 € / kg,0.16 kg,prodotti biologici
1189,carrefour bio minestrone alla toscana biologico 500 g,7.96 € / kg,0.5 kg,prodotti biologici
1190,carrefour bio semi di chia biologici 200 g,26.75 € / kg,0.2 kg,prodotti biologici
1191,cerreto i legumi fagioli borlotti bio 500 g,5.96 € / kg,0.5 kg,prodotti biologici
1192,cerreto i cereali cous cous bio 500 g,7.96 € / kg,0.5 kg,prodotti biologici
1193,hipp biologico pollo e vitello omogeneizzato con carne 2 x 80 g,15.56 € / kg,0.16 kg,prodotti biologici
1194,scaldasole la nostra spremuta biologica 100% arancia rossa 750 ml,7.07 € / l,0.75 l,prodotti biologici
1195,farchioni olio extra vergine di oliva il casolare grezzo naturale biologico italiano 750 ml,12.25 € / l,0.75 l,prodotti biologici
1196,hipp biologico pollo omogeneizzato con carne 2 x 80 g,15.56 € / kg,0.16 kg,prodotti biologici
1197,germinal bio fiocchi avena 300 g,9.97 € / kg,0.3 kg,prodotti biologici
1198,io veg affettato vegetariano rustico 80 g,43.63 € / kg,0.08 kg,prodotti biologici
1199,rigoni di asiago nocciolata bio 700 g,11.56 € / kg,0.7 kg,prodotti biologici
1200,fiorentini fior di fette riso e mais 10 x 20 g,14.95 € / kg,0.2 kg,prodotti biologici
1201,hipp platessa con patate omogeneizzato 2 x 80 g,18.69 € / kg,0.16 kg,prodotti biologici
1202,"alce nero orzo mix solubile con cereali, cicoria e fichi 125 g",37.52 € / kg,0.125 kg,prodotti biologici
1203,alce nero farina di farro integrale macinata a pietra 500 g,7.98 € / kg,0.5 kg,prodotti biologici
1204,hipp biologico frutta grattugiata mela banana 4 x 100 g,7.48 € / kg,0.4 kg,prodotti biologici
1205,"cerreto i buoni & veloci mix quinoa, farro e alga duse bio 250 g",15.92 € / kg,0.25 kg,prodotti biologici
1206,hipp biologico biscotto 8 x 45 g,12.75 € / kg,0.36 kg,prodotti biologici
1207,hipp camomilla 200 g,25.95 € / kg,0.2 kg,prodotti biologici
1208,rigoni di asiago fiordifrutta pere bio 330 g,12.09 € / kg,0.33 kg,prodotti biologici
1209,riso scotti le bio croccanti risette basmati con riso venere e riso rosso 120 g,18.25 € / kg,0.12 kg,prodotti biologici
1210,rigoni di asiago fiordifrutta limoni bio 340 g,11.74 € / kg,0.34 kg,prodotti biologici
1211,bauer carne bio dadi per insaporire i tuoi piatti 6 x 10 g,42.50 € / kg,0.06 kg,prodotti biologici
