,Product,Unit Price
1109,DAS F387600 composto per ceramica e modellazione Argilla da modellazione 1 kg Terracotta 1 pz,"€ 7,49 alpz/1.0 pz"
1110,FILA Pasta da modellare Didò Giocacrea Macaron. Confezione 6 pezzi + Accessori,"€ 10,69 alpz/1.0 pz"
1111,"Favorit 400066846 cartella Polipropilene (PP) Verde, Arancione, Rosa, Giallo","€ 3,79 alpz/1.0 pz"
1112,Tognana Porcellane Mini Tegame Uovo 14cm Stone&Wood,"€ 12,90 alpz/1.0 pz"
1113,ARDA Portacorrispondenza My Desk Nero,"€ 3,29 alpz/1.0 pz"
1114,"Inoxriv S.p.A. River padella 0,5 L Rotondo Acciaio inossidabile","€ 9,90 alpz/1.0 pz"
1115,Papermate InkJoy 100ST Colori assortiti Penna a sfera Medio 8 pz,"€ 3,99 alpz/1.0 pz"
1116,"Papermate InkJoy 100ST Nero, Blu, Verde, Rosso Penna a sfera Medio 4 pz","€ 1,99 alpz/1.0 pz"
1117,Pilot Penna Roller Con Punta Ad Ago Nero,"€ 3,79 alpz/1.0 pz"
1118,Pigna Quaderno Maxi Musica,"€ 2,99 alpz/1.0 pz"
1119,Mitama Separatori Rinforzati Cartonati Riposto 6 Tacche Colorate F.to A4,"€ 1,39 alpz/1.0 pz"
1120,Carrefour Post It 4x25,"€ 1,99 alpz/1.0 pz"
1121,Duracell Plus AAA Batterie Ministilo Alcaline confezione da 12 1.5V LR03 MN2400 Pile Duracell,"€ 13,30 alpz/1.0 pz"
1122,Carrefour 1 Transistor I-Tech,"€ 4,19 alpz/1.0 pz"
1123,Macom 702 accessorio per sottovuoto Sacchetto per il sottovuoto,"€ 15,90 alpz/1.0 pz"
1124,Favorit Pastel Ringbinders raccoglitore ad anelli A4 Multicolore,"€ 5,79 alpz/1.0 pz"
1125,PaperDream Quaderno a spirale Animal Friends A5 rigatura 1R,"€ 2,99 alpz/1.0 pz"
1126,PaperDream Copertina cartone ad anelli Animal Friends 26x32cm,"€ 4,99 alpz/1.0 pz"
1127,Carrefour Gomma con custodia protettiva,"€ 2,99 alpz/1.0 pz"
1128,Papermate InkJoy 100 ST Nero Penna a sfera Medio 8 pz,"€ 3,99 alpz/1.0 pz"
1129,"Papermate InkJoy 100 ST Nero, Blu, Rosso Penna a sfera Medio 8 pz","€ 3,99 alpz/1.0 pz"
1130,Carrefour 18 Pennarelli punta media,"€ 3,19 alpz/1.0 pz"
1131,"Philips Daily Collection HD9350/90 Bollitore in metallo, coperchio a molla, indic. lum.","€ 36,90 alpz/1.0 pz"
1132,Pilot Penna A Sfera A Punta Fine Supergrip Nero,"€ 2,99 alpz/1.0 pz"
1133,"BIC 4Colori Party, Penna a Sfera (Punta 1mm), Confezione da 1","€ 3,99 alpz/1.0 pz"
1134,Pilot Penna A Sfera A Punta Fine Supergrip Blu,"€ 2,99 alpz/1.0 pz"
1135,Aeternum Padella Madame Petravera 28 cm,"€ 23,00 alpz/1.0 pz"
1136,Aeternum Padella Madame Petravera 30 cm,"€ 25,10 alpz/1.0 pz"
1137,Aeternum Bollilatte Madame Petravera 11 cm,"€ 13,90 alpz/1.0 pz"
1138,FILA 2 penne cancellabili tratto cancellik rosso con go,"€ 3,49 alpz/1.0 pz"
1139,Aeternum Padella Madame Petravera 24 cm,"€ 18,80 alpz/1.0 pz"
1140,Carrefour Home Casseruola 2 manici 20 cm per induzione con rivestimento effetto pietra,"€ 19,90 alpz/1.0 pz"
1141,Aeternum Grill Madame Petravera 28 x 28 cm,"€ 25,10 alpz/1.0 pz"
1142,Aeternum Saltapasta Madame Petravera 28 cm,"€ 26,50 alpz/1.0 pz"
1143,Pedrini Bollilatte 2 tazze,"€ 9,90 alpz/1.0 pz"
1144,Papironia Cancelleria 13147805 marcatore Verde 1 pz,"€ 1,35 alpz/1.0 pz"
1145,Fabriano Disegno FA/3 10 fogli 24x33 cm nero,"€ 2,69 alpz/1.0 pz"
1146,Mitama Laboratorio Glitter Mania con pennarelli e 1000 accessori,"€ 21,90 alpz/1.0 pz"
1147,FILA 1 evidenziatore tratto video rosa,"€ 1,35 alpz/1.0 pz"
1148,Fackelmann Riduttori universali per fornelli,"€ 2,49 alpz/1.0 pz"
1149,Simpl SET 54 utensili con punte,"€ 19,90 alpz/1.0 pz"
1150,Fackelmann Ganci piccoli in acciaio,"€ 2,99 alpz/1.0 pz"
1151,Fackelmann Tappi a pressione con levacapsule,"€ 2,99 alpz/1.0 pz"
1152,Fackelmann Beccuccio versavino,"€ 3,00 alpz/1.0 pz"
1153,Brita Filtri per acqua MAXTRA+ Pack 12 - per 12 mesi di filtrazione,"€ 66,99 alpz/1.0 pz"
1154,Fackelmann Pinza per servire,"€ 3,99 alpz/1.0 pz"
1155,Fackelmann Tappi ermetici,"€ 2,99 alpz/1.0 pz"
1156,Fackelmann paletta forata in nylon,"€ 3,99 alpz/1.0 pz"
1157,Fackelmann cucchiaio in nylon,"€ 3,99 alpz/1.0 pz"
1158,Fackelmann servispaghetti in nylon,"€ 3,99 alpz/1.0 pz"
1159,Pentel Penna a sfera a scatto iZee 0.7 mm nero 3 pz,"€ 2,99 alpz/1.0 pz"
1160,Pentel Pen N50 marcatore permanente rosso 1 pz,"€ 2,99 alpz/1.0 pz"
1161,Fackelmann Tappi versatori,"€ 2,99 alpz/1.0 pz"
1162,Fackelmann Levatappi,"€ 9,90 alpz/1.0 pz"
1163,Fackelmann Tappo a pressione,"€ 3,99 alpz/1.0 pz"
1164,Fackelmann Cavatappi,"€ 5,90 alpz/1.0 pz"
1165,Wolbu 3 LED SFERICA 40W E27 Luce Calda,"€ 6,99 alpz/1.0 pz"
1166,Guardini Teglia rettangolare 32 x 37 x 2.1 cm,"€ 11,90 alpz/1.0 pz"
1167,"Moulinex DPA141 La Moulinette Tritatutto Elettrico, Adatto per Tutti i Tuoi Alimenti 1000 W, 0.3 l, Bianco","€ 59,90 alpz/1.0 pz"
1168,Metaltex Schiacciapatate inox,"€ 16,90 alpz/1.0 pz"
1169,Ghidini Cipriano 10 sacchetti a poche monouso con 3 beccucci,"€ 1,99 alpz/1.0 pz"
1170,Ghidini Cipriano Pelapatate Inox - EG,"€ 3,09 alpz/1.0 pz"
1171,Ghidini Cipriano Paletta Cucina Inox - EG,"€ 9,99 alpz/1.0 pz"
1172,Pedrini Caffettiera 3 tazze,"€ 15,90 alpz/1.0 pz"
1173,Pedrini Bollilatte 4 tazze,"€ 10,90 alpz/1.0 pz"
1174,Pedrini frullino montalatte elettrico a batteria,"€ 8,90 alpz/1.0 pz"
1175,Botti Compassi Balaustrone Rapido 4 Pezzi con allargare,"€ 12,90 alpz/1.0 pz"
1176,Post-it® Cubo di foglietti - Ultra Color - 76 mm x 76 mm - 325 fogli+20% gratis,"€ 6,90 alpz/1.0 pz"
1177,"Favorit 400090369 raccoglitore ad anelli A4 Verde, Arancione, Rosa, Giallo","€ 5,79 alpz/1.0 pz"
1178,Pentel Penna a sfera Superb 0.7 mm nero 3 pz,"€ 3,90 alpz/1.0 pz"
1179,Papermate InkJoy 100 ST Blu Penna a sfera Medio 8 pz,"€ 3,99 alpz/1.0 pz"
1180,Staedtler 2 matite noris 3=H,"€ 2,19 alpz/1.0 pz"
1181,"Post-it® Cubo di foglietti colori vivaci, 3 blocchetti 76 mm x 76 mm, 325 fogli + 20% gratis","€ 7,19 alpz/1.0 pz"
1182,Carrefour 24 Etichette Blu/Rosse 35X56 mm,"€ 1,49 alpz/1.0 pz"
1183,Pentel Roller EnerGel Slim a scatto 0.7 mm nero 3 pz,"€ 3,29 alpz/1.0 pz"
1184,"Bosch EasyDrill 1200 1500 Giri/min Senza chiave 940 g Nero, Verde","€ 99,90 alpz/1.0 pz"
1185,Tamoil 100% Sint SAE 5W-30 C3 olio per motore 1 L Ideali alla guida,"€ 12,90 alpz/1.0 pz"
1186,Carrefour 15 Etichette Blu/Rosse/Verde 34X75 mm,"€ 1,49 alpz/1.0 pz"
1187,Mitama Separatori in PP 100% Riciclabile Riplastic 6 Tacche Colorate f.to A4,"€ 1,69 alpz/1.0 pz"
1188,Mandine Bollitore,"€ 23,90 alpz/1.0 pz"
1189,Shell Lubrificante Synt plus 10W40 litri 4,"€ 44,90 alpz/1.0 pz"
1190,Simpl 6 Cacciaviti di precisione,"€ 1,19 alpz/1.0 pz"
1191,Simpl 10 mini chiavi esagonali,"€ 1,99 alpz/1.0 pz"
1192,"Carrefour 2 led sfer con filmaneti 40W, attacco E14, luce calda","€ 4,99 alpz/1.0 pz"
1193,"Carrefour Led Globo smerigliata 75W, attacco E27, luce fredda","€ 10,90 alpz/1.0 pz"
1194,Carrefour Nastro maschera 100x48,"€ 6,99 alpz/1.0 pz"
1195,Simpl Nastro maschera 50x25,"€ 2,99 alpz/1.0 pz"
1196,Carrefour Nastro isolante 4x5x15,"€ 3,99 alpz/1.0 pz"
1197,"Carrefour Biadesivo interno 1,5x19","€ 2,99 alpz/1.0 pz"
1198,"Carrefour home Contenitore Rettangolare 3,1 L","€ 7,49 alpz/1.0 pz"
1199,"Carrefour home Contenitore Rettangolare 1,9 L","€ 5,49 alpz/1.0 pz"
1200,"DCG Eltronic ZP3364 spremiagrumi elettrico Verde, Bianco","€ 10,00 alpz/1.0 pz"
1201,Castrol EDGE 5W-30 LL olio per motore 4 L 0W-30 Ideali alla guida,"€ 59,90 alpz/1.0 pz"
1202,Mandine Frullatore a immersione MHB602-21 Nero,"€ 17,90 alpz/1.0 pz"
1203,Carrefour Shopper VINO Scritta Buon Natale misura cm 13x8x39 H Finitura Lucida - Stampa calda in Oro,"€ 1,99 alpz/1.0 pz"
1204,Carrefour Shopper Geo Natale Rombi mis 32x42x11 CM,"€ 2,99 alpz/1.0 pz"
1205,Bluesky Tostapane elettric o BT700B-23,"€ 15,90 alpz/1.0 pz"
1206,"Carrefour Nastro biadesivo per esterni, 1,5 m x 19 mm, blister sintetico su cartoncino","€ 4,49 alpz/1.0 pz"
1207,"TESA Torre di nastri da imballo, 3 pezzi marrone in PP 50:48","€ 6,99 alpz/1.0 pz"
1208,One Day + Igiene Mascherine FFP2 Colors Rosse 5 pz,"€ 2,50 alpz/1.0 pz"
1209,Simpl Casseruola 20cm.,"€ 8,59 alpz/1.0 pz"
1210,Simpl Padella 20cm.,"€ 4,49 alpz/1.0 pz"
1211,TEX HOME Telo Mare Microfibra Maxi Tex,"€ 9,99 alpz/1.0 pz"
1212,TEX HOME Telo Mare Microfibra Maxi Tex,"€ 9,99 alpz/1.0 pz"
1213,Pritt Colla Vinilica Universale 250g,"€ 4,59 alpz/1.0 pz"
1214,Staedtler 2 matite noris 4=2H,"€ 2,19 alpz/1.0 pz"
1215,"FILA Astuccio 24 Giotto Turbo Color - Diametro Punta 2,8Mm","€ 3,99 alpz/1.0 pz"
1216,Giotto Astuccio 18 pennarelli turbo maxi,"€ 7,29 alpz/1.0 pz"
1217,UHU Glitter Glue 6 x 10 ml,"€ 5,99 alpz/1.0 pz"
1218,"TESA Nastro per mascheratura, 2x 50m x 19mm + 2x 50m x 30mm","€ 8,99 alpz/1.0 pz"
1219,Loctite Super Attak Vetro 3 g,"€ 5,29 alpz/1.0 pz"
1220,Arexons Lavavetro Pronto all' Uso Inverno lt 4.5,"€ 11,90 alpz/1.0 pz"
1221,"Bosch 1930450 porta, finestrino e componente per auto Tergicristallo","€ 14,90 alpz/1.0 pz"
1222,Carrefour Caffettiera in Alluminio 3 tazze,"€ 18,90 alpz/1.0 pz"
1223,Carrefour Home Padella 24 cm per induzione con rivestimento effetto pietra,"€ 15,90 alpz/1.0 pz"
1224,Aeternum Padella Madame Petravera 20 cm,"€ 15,30 alpz/1.0 pz"
1225,Aeternum Casseruola 2 manici Madame Petravera 24 cm,"€ 26,50 alpz/1.0 pz"
1226,"Pyrex Teglia Rettangolare in Vetro temperato 28x17 cm; capacitÃ 1,4 lt","€ 11,90 alpz/1.0 pz"
1227,Aeternum Piastra Crepiere Madame Petravera 28 cm,"€ 23,00 alpz/1.0 pz"
1228,Guardini Pirottini carta forno bianchi 7 cm 100 pz,"€ 4,90 alpz/1.0 pz"
1229,"Fiskars 1023820 forbici da cucina 20 cm Nero, Acciaio inossidabile Universale","€ 16,90 alpz/1.0 pz"
1230,Tognana Porcellane Tognana Coffee Star Caffettiera 3 Tazza Grigio Marmorizzato,"€ 21,90 alpz/1.0 pz"
1231,moneta Etnea Padella cm ø 30,"€ 24,90 alpz/1.0 pz"
1232,Carrefour Foglio Multi Post,"€ 2,49 alpz/1.0 pz"
1233,Carrefour Post It 4x100 Colorati,"€ 1,99 alpz/1.0 pz"
1234,Pigna Blocco a Spirale Liberty A4,"€ 5,99 alpz/1.0 pz"
1235,Pigna Ricambi Pignaric A4 con Banda Rinforzata 40 Fogli,"€ 2,49 alpz/1.0 pz"
1236,BALMAR 2000 Copertina per quaderno A4 verde laccato 180μm,"€ 1,69 alpz/1.0 pz"
1237,Metaltex Riduttore per fornelli x 2,"€ 4,99 alpz/1.0 pz"
1238,Carrefour 3 refill penna cancellabile blu,"€ 3,99 alpz/1.0 pz"
1239,Pengo Coperchio Inox Home 20cm,"€ 7,79 alpz/1.0 pz"
1240,Pelikan Penna Stilografica Twist con 2 Cartucce e Cancellatore D'inchiostro,"€ 11,79 alpz/1.0 pz"
1241,Carrefour Nastro isolante multiuso,"€ 4,29 alpz/1.0 pz"
1242,"Tipp-Ex Pocket Mouse 4,2mm x 10m","€ 4,59 alpz/1.0 pz"
1243,Inoxriv S.p.A. IoBio Pentola a pressione 5 L,"€ 49,90 alpz/1.0 pz"
1244,Carrefour 3 Mini Gomme,"€ 1,49 alpz/1.0 pz"
1245,Giotto Temperino universale a 3 fori,"€ 3,69 alpz/1.0 pz"
1246,Metaltex Grattugia affettatutto lama inox plastica ABS Mandolino,"€ 16,90 alpz/1.0 pz"
1247,"Bormioli Rocco Barattolo 4 Stagioni senza capsula 0,25 lt","€ 1,79 alpz/1.0 pz"
1248,"ARDA Miniset 3 Pezzi Riga 17 cm, Squadre 45° E 60° 15 cm Fluo","€ 3,99 alpz/1.0 pz"
1249,Campingaz 2000022380 bombola e serbatoio a gas 250 g Isobutano Cilindro (ricaricabile),"€ 4,99 alpz/1.0 pz"
1250,"Poly Pool Presa sestupla pluristandard: italiano bivalente 10/16A 2P+T, tedesco 16A 2P+T(terra laterale), con interruttore di sicurezza, 1,5m cavo H05VV-F 3X0,75mmq con spina Salvaspazio 10A 2P+T, uscita cavo 90°, CE","€ 12,90 alpz/1.0 pz"
1251,"Poly Pool Presa quadrupla 10/16A 2P+T, 1,5m cavo 3x1mm2 con spina salvaspazio 16A 2P+T, IMQ, CE","€ 8,99 alpz/1.0 pz"
1252,"Poly Pool Presa tripla pluristandard: italiano bivalente 10/16A 2P+T, tedesco 16A 2P+T(terra laterale), con interruttore di sicurezza, 1,5m cavo H05VV-F 3X0,75mmq con spina Salvaspazio10A 2P+T, uscita cavo 90°, CE","€ 9,99 alpz/1.0 pz"
1253,"Poly Pool Presa tripla pluristandard: italiano bivalente 10/16A 2P+T, tedesco 16A 2P+T(terra laterale), con interruttore di sicurezza, 1,5m cavo H05VV-F 3X0,75mmq con spina Salvaspazio10A 2P+T, uscita cavo 90°, CE","€ 9,99 alpz/1.0 pz"
1254,Poly Pool PP0444 adattatore per presa di corrente Universale Tipo L (IT) Bianco,"€ 9,99 alpz/1.0 pz"
1255,"Carrefour Spina 10A 2P+T, uscita cavo assiale, fermacavo isolante a vite, IMQ, CE","€ 1,49 alpz/1.0 pz"
1256,"Carrefour Presa bivalente 10/16A 2P+T, uscita cavo assiale, fermacavo isolante a vite, IMQ, CE","€ 2,29 alpz/1.0 pz"
1258,Energizer E300129200 batteria per uso domestico Batteria monouso D Alcalino,"€ 5,49 alpz/1.0 pz"
1259,Innoliving INN-742 tostapane 2 fetta/e 750 W Bianco,"€ 29,90 alpz/1.0 pz"
1260,Brita Filtro per acqua HF - fino a 600L di filtrazione,"€ 36,90 alpz/1.0 pz"
1261,Loctite Super Attak Creative Pen 3g Scuola Ufficio,"€ 6,39 alpz/1.0 pz"
1262,Energizer Max AAA Alkaline 6 pz,"€ 5,99 alpz/1.0 pz"
1263,Energizer Max Plus AAA 6 pz,"€ 6,79 alpz/1.0 pz"
1264,Loctite Super Attak Mini Dosi Liquido 3x1g,"€ 4,99 alpz/1.0 pz"
1265,Giotto 24 Pastelli a cera,"€ 4,59 alpz/1.0 pz"
1266,Energizer Alkaline Power AA 8 pz,"€ 8,69 alpz/1.0 pz"
1267,Energizer Max Plus AAA Mini Stilo 6 pz,"€ 6,79 alpz/1.0 pz"
1268,Giotto Superlaccato - Astuccio 24 Pastelli Colorati,"€ 12,79 alpz/1.0 pz"
1269,Tognana Porcellane Tognana Coffee Star Mirror Caffettiera 3 Tazze Alluminio,"€ 13,90 alpz/1.0 pz"
1270,"Carrefour 2 led sfer smerigliata 40W, attacco E27, luce fredda","€ 4,99 alpz/1.0 pz"
1271,"Carrefour 3 led candela 40W, attacco E14, luce calda","€ 7,99 alpz/1.0 pz"
1272,Energizer Accu Recharge Power Plus AA 4 pz,"€ 12,30 alpz/1.0 pz"
1273,Energizer Accu Recharge Power Plus AAA 4 pz,"€ 11,80 alpz/1.0 pz"
1274,"Carrefour Led goccia smerigliata 100W, attacco E27, luce calda","€ 6,49 alpz/1.0 pz"
1275,Simpl 5 Cacciaviti,"€ 3,99 alpz/1.0 pz"
1276,Simpl 8 Chiavi acciao miste,"€ 4,99 alpz/1.0 pz"
1277,Tamoil 100% Sint SAE 5W-30 C4 olio per motore 1 L Ideali alla guida,"€ 13,90 alpz/1.0 pz"
1278,"Carrefour 3 led candela 40W, attacco E14, luce fredda","€ 7,99 alpz/1.0 pz"
1279,STABILO Point 88 Confezione 10 fineliner multicolore,"€ 8,49 alpz/1.0 pz"
1280,Energizer Alkaline Power AAA Mini Stilo 8 pz,"€ 8,69 alpz/1.0 pz"
1281,Arexons BIKE 4T - 10W-40 olio per motore 1 L Motocicletta,"€ 15,90 alpz/1.0 pz"
1282,Bosch ECO 550 UC Tergicristallo,"€ 8,99 alpz/1.0 pz"
1283,Bosch ECO 600 UC Tergicristallo,"€ 8,99 alpz/1.0 pz"
1284,Petronas Selenia Benzina-Diesel 5W-40,"€ 49,90 alpz/1.0 pz"
1285,"Carrefour 2 led sfer smerigliata 60W, attacco E14, luce calda","€ 5,99 alpz/1.0 pz"
1286,"Carrefour Led goccia smerigliata 75W, attacco E27, luce fredda","€ 5,99 alpz/1.0 pz"
1287,Carrefour Trapano a batteria 20V,"€ 49,90 al pz/1.0 pz"
1288,Inoxriv S.p.A. Colapasta River,"€ 12,90 alpz/1.0 pz"
1289,"Ghidini Cipriano 8008636147009 pennello da pasticceria Silicone Arancione, Acciaio inossidabile","€ 3,69 alpz/1.0 pz"
1290,Vacu Vin Rinfrescatore flessibile Silver,"€ 11,90 alpz/1.0 pz"
1291,"Moulinex PowerMix HM450 PrepMix, Sbattitore Elettrico, Potenza di 450 W, 5 Velocità Regolabili e un Pulsante Turbo","€ 44,90 alpz/1.0 pz"
1292,Energizer Max C Mezza Torcia 2 pz,"€ 5,49 alpz/1.0 pz"
1293,Carrefour Padella 20 cm per induzione con rivestimento effetto pietra,"€ 12,90 alpz/1.0 pz"
1294,Kenwood Easychop CHP61100WH Tritatutto 4 lame,"€ 52,90 alpz/1.0 pz"
1295,Blasetti Confezione 3 maxi quaderni A4 80gr 20 fogli rigatura 1RC,"€ 2,29 alpz/1.0 pz"
1296,Papironia Cancelleria Evidenziatore giallo,"€ 1,35 alpz/1.0 pz"
1297,Sharp EL-233S calcolatrice Tasca Calcolatrice di base Nero,"€ 7,99 alpz/1.0 pz"
1298,Giotto 24 Matite colori assortiti,"€ 11,50 alpz/1.0 pz"
1299,"Giotto 3 pennelli n.6,8,10 serie 577","€ 2,75 alpz/1.0 pz"
1300,BALMAR 2000 Copertina per quaderno A4 giallo laccato 180μm,"€ 1,69 alpz/1.0 pz"
1301,Total Lubrificante auto sintetico 5W40 lt 4 Multifuel,"€ 36,90 alpz/1.0 pz"
1302,Pile I-Tech ministilo 8+8 pz,"€ 7,20 alpz/1.0 pz"
1303,Bosch ECO 650 UC Tergicristallo,"€ 8,99 alpz/1.0 pz"
1304,"BIC Cristal Original e FUN, Penne a Sfera (Punta 1mm, 1.6mm), Colori Assortiti, Barattolo 8+12","€ 10,99 alpz/1.0 pz"
1305,Pile I-Tech Stilo 8+8 pz,"€ 7,20 alpz/1.0 pz"
1306,"Sharp EL-531TH calcolatrice Tasca Calcolatrice scientifica Nero, Grigio","€ 29,99 alpz/1.0 pz"
1307,"Sharp SH-ELW531TG calcolatrice Tasca Calcolatrice con display Nero, Rosso","€ 36,99 alpz/1.0 pz"
1308,"Sharp SH-ELW531TG calcolatrice Tasca Calcolatrice con display Nero, Blu","€ 36,99 alpz/1.0 pz"
1309,"BIC Gel-Ocity QuickDry, Penna Nera Gel A Scatto e Ricaricabile (Punta 0.7mm), Confezione da 1","€ 2,49 alpz/1.0 pz"
1310,"Sharp EL506TSBWH calcolatrice Tasca Calcolatrice scientifica Nero, Bianco","€ 33,99 alpz/1.0 pz"
1311,"Sharp EL-509TS calcolatrice Tasca Calcolatrice scientifica Nero, Arancione","€ 29,99 alpz/1.0 pz"
1312,One Day + Igiene Mascherine Filtranti Monouso Igienizzate 16 pz,"€ 0,50 alpz/1.0 pz"
1313,"Bottiglia termica inox celeste 0,5L","€ 9,90 alpz/1.0 pz"
1314,One Day + Igiene Mascherine Chirurgiche Dispositivo Medico Junior 10 pz,"€ 1,50 alpz/1.0 pz"
1315,"Staedtler 550 01 compasso Blu, Argento 1 pz","€ 12,90 alpz/1.0 pz"
1316,STABILO Evidenziatore - BOSS MINI Sweet Friends - Pack da 5 - Colori assortiti,"€ 7,90 alpz/1.0 pz"
1317,Belli e Forti Set 3 Cont Nuvoletta Rettang,"€ 4,99 alpz/1.0 pz"
1318,STABILO Pennarello Premium - Pen 68 - Astuccio da 6 - Colori fluo,"€ 6,69 alpz/1.0 pz"
1319,Carrefour Set 3 Casseruole Rosse 16-18-20,"€ 19,90 alpz/1.0 pz"
1320,Carrefour Set 3 Padelle Rosse 20-24-28,"€ 19,90 alpz/1.0 pz"
1321,Kenwood HMP10000WH sbattitore Sbattitore manuale 300 W Bianco,"€ 29,90 alpz/1.0 pz"
1322,Klindo Purificatore Aria KAP20-17,"€ 99,90 alpz/1.0 pz"
1323,Comfeè SOGNIDORO-09E condizionatore portatile 65 dB Bianco,"€ 299,00 alpz/1.0 pz"
1324,Comfeè SOGNIDORO-12E condizionatore portatile Bianco,"€ 349,00 alpz/1.0 pz"
1325,Comfeè SOGNIDORO-12 condizionatore portatile 65 dB 1200 W Bianco,"€ 349,00 alpz/1.0 pz"
1326,Rowenta Eole COMPACT,"€ 84,90 alpz/1.0 pz"
1327,Klindo Ventilatore a Piantana KSF740-17,"€ 19,90 alpz/1.0 pz"
1328,Klindo Ventilatore colonna KMTF13-18,"€ 24,90 alpz/1.0 pz"
1329,"Hoover H-PURIFIER 300 purificatore 100 m² Argento, Bianco","€ 369,00 alpz/1.0 pz"
1330,Comfeè SOGNIDORO-12E condizionatore portatile Bianco,"€ 349,00 alpz/1.0 pz"
1331,Klindo Raffrescatore KAC65-23,"€ 84,90 alpz/1.0 pz"
1332,Ardes AR5R06D condizionatore a evaporazione Raffrescatore evaporativo,"€ 74,90 alpz/1.0 pz"
1333,"Ardes Floor 26 Grigio, Bianco","€ 24,90 alpz/1.0 pz"
1334,Ardes AR5A35 ventilatore Nero,"€ 49,90 alpz/1.0 pz"
1335,Ardes Style 41PBT Nero,"€ 59,90 alpz/1.0 pz"
1336,Klindo Ventilatore a Torre KMTF13-22,"€ 29,90 alpz/1.0 pz"
1337,Klindo Ventilatore a Torre KTF36RC-17,"€ 34,90 alpz/1.0 pz"
1338,Klindo Condizionatore 7BTU KMAC7JT-23,"€ 199,00 alpz/1.0 pz"
1339,Bluesky Ventilatore Box BBF12-17,"€ 17,90 alpz/1.0 pz"
1340,Samsung Purificatore d'aria AX60R5080WD/EU,"€ 279,00 alpz/1.0 pz"
1341,Samsung AX34R3020WW 34 m² 45 dB 30 W Bianco,"€ 199,00 alpz/1.0 pz"
1342,Klindo KAP10-19 purificatore Bianco,"€ 29,90 alpz/1.0 pz"
1343,Macom Ventilatore Da Tavolo Battery 990',"€ 38,90 alpz/1.0 pz"
1344,"Klindo Ventilatore Da Tavolo 16"" KDF55-2","€ 19,90 alpz/1.0 pz"
1345,Klindo Ventilatore da tavolo KDF55-20 - Bianco,"€ 19,90 alpz/1.0 pz"
1346,Klindo Ventilatore a torre KTF3021,"€ 24,90 alpz/1.0 pz"
1347,"Bluesky Mini Ventilatore Da Tavolo 4""BUF4-20","€ 9,90 alpz/1.0 pz"
1348,Klindo Condizionatore 9BTU KMAC9KM-21,"€ 269,00 alpz/1.0 pz"
1349,Klindo Condizionatore 9BTU KMAC9KM-21,"€ 269,00 alpz/1.0 pz"
1350,Hisense 738224 Bianco Senza sacchetto,"€ 169,00 alpz/1.0 pz"
1351,"Klindo KSG2200-21 ferro da stiro a caldaia 2400 W 1,2 L Turchese, Bianco","€ 49,90 alpz/1.0 pz"
1352,"Deerma DX 700s Senza sacchetto 0,8 L 600 W Nero","€ 39,90 alpz/1.0 pz"
1353,Rowenta Effective,"€ 24,90 alpz/1.0 pz"
1354,"Imetec TITANOX K109 Ferro da stiro a secco e a vapore Acciaio inossidabile 2000 W Blu, Bianco","€ 24,90 alpz/1.0 pz"
1355,"DCG Eltronic DB8010 ferro da stiro Ferro da stiro a secco e a vapore Acciaio inossidabile 1800 W Rosso, Bianco","€ 10,00 alpz/1.0 pz"
1356,Rowenta LIBERTY,"€ 99,90 alpz/1.0 pz"
1357,Polti Vaporella Quick & Comfort QC110 Ferro a vapore,"€ 49,90 alpz/1.0 pz"
1358,"iRobot Roomba 697 aspirapolvere robot 0,6 L Senza sacchetto Nero, Grigio","€ 319,00 alpz/1.0 pz"
1359,SCOPA EL.S/S DVE01BL HOOVER,"€ 119,00 alpz/1.0 pz"
1360,Samsung Robot Aspirapolvere Jetbot+ VR30T85513W,"€ 599,00 alpz/1.0 pz"
1361,Klindo Scopa Ricaricabile Multifunzione Senza Filo,"€ 89,90 alpz/1.0 pz"
1362,Dreame P10 Aspirapolvere Senza Fili,"€ 189,00 alpz/1.0 pz"
1363,De’Longhi Scopa elettrica XLM355.ADC Blu Senza sacchetto,"€ 274,00 alpz/1.0 pz"
1364,"Termozeta 72368G aspirapolvere senza filo Trasparente, Bianco, Giallo Senza sacchetto","€ 34,90 alpz/1.0 pz"
1365,"Samsung Jet 90 multi , Scopa Elettrica Senza Filo Senza Sacchetto, Potenza 200 watt, silver","€ 499,00 alpz/1.0 pz"
1366,Thomson Scopa Elettrica Kchvc600J,"€ 29,90 alpz/1.0 pz"
1367,Samsung Aspirapolvere senza filo BESPOKE Jet™ pro extra 220W VS20A95973B,"€ 899,00 alpz/1.0 pz"
1368,"Polti Vaporetto First Pulitore a vapore portatile 0,2 L 1000 W Blu, Bianco","€ 54,90 alpz/1.0 pz"
1369,Polti Forzaspira Slim SR90B,"€ 99,90 alpz/1.0 pz"
1370,Tefal Virtuo FV1739E0 ferro da stiro Ferro da stiro a secco e a vapore Ceramica 2000 W Blu,"€ 29,90 alpz/1.0 pz"
1371,"Rowenta VR7041 ferro da stiro a caldaia 1,2 L Grigio, Bianco","€ 119,00 alpz/1.0 pz"
1372,"Polti Vaporetto SV210 Pulitore a vapore verticale 0,32 L 1300 W Blu, Bianco","€ 59,90 alpz/1.0 pz"
1373,Samsung Scopa Elettrica Ricaricabile JetTM 90 Complete VS20R9046T3/ET,"€ 599,00 alpz/1.0 pz"
